,Name,URL,Functional_Group,Popularity %,Short_Code,Duplicate,Duplicate Notes,Verified,Has_Calcification_Rates
4094,Sarcophyton_lobate,https://coralnet.ucsd.edu/label/5135/,Other Invertebrates,50,sarlob,False,,False,False
4095,Sarcophyton_massive,https://coralnet.ucsd.edu/label/5136/,Other Invertebrates,47,sarmas,False,,False,False
4096,Sarcophyton spp.,https://coralnet.ucsd.edu/label/1935/,Other Invertebrates,43,Sar_spp,False,,False,False
4097,sarcotragus,https://coralnet.ucsd.edu/label/683/,Other Invertebrates,59,Sar,False,,False,False
4098,Sarcotragus spinosulus,https://coralnet.ucsd.edu/label/1257/,Other Invertebrates,57,SARCOSP,False,,False,False
4099,Savignyella lafonti,https://coralnet.ucsd.edu/label/4679/,Other Invertebrates,31,SaviLafo,False,,False,False
4100,"Scallop, unidentified",https://coralnet.ucsd.edu/label/1095/,Other Invertebrates,22,Slp,False,,False,False
4101,Schizobrachiella sanguinea,https://coralnet.ucsd.edu/label/3656/,Other Invertebrates,62,Schizob_sa,False,,False,False
4102,Schizomavella auriculata,https://coralnet.ucsd.edu/label/2466/,Other Invertebrates,0,SCAU,False,,False,False
4103,Schizomavella spp.,https://coralnet.ucsd.edu/label/3654/,Other Invertebrates,58,Schizom,False,,False,False
4104,Schizoporella cornuta,https://coralnet.ucsd.edu/label/500/,Other Invertebrates,49,Scorn,False,,False,False
4105,Schizoporella errata,https://coralnet.ucsd.edu/label/4667/,Other Invertebrates,63,SchizoErra,False,,False,False
4106,Schizoporella floridana,https://coralnet.ucsd.edu/label/492/,Other Invertebrates,56,Sflorid,False,,False,False
4107,Schizoporella japonica,https://coralnet.ucsd.edu/label/5616/,Other Invertebrates,25,SchJap,False,,False,False
4108,Schizoporella pungens,https://coralnet.ucsd.edu/label/5806/,Other Invertebrates,38,Schpung,False,,False,False
4109,Schizoporella sp.,https://coralnet.ucsd.edu/label/1161/,Other Invertebrates,66,SCSP,False,,False,False
4110,Schizoporella unicornis,https://coralnet.ucsd.edu/label/1622/,Other Invertebrates,45,SCH,False,,False,False
4111,Schizoporella violacea,https://coralnet.ucsd.edu/label/4239/,Other Invertebrates,46,Schizo vio,False,,False,False
4112,Schizotheca serratimargo,https://coralnet.ucsd.edu/label/3663/,Other Invertebrates,0,Schizo_ser,False,,False,False
4113,Schraderia gracilis,https://coralnet.ucsd.edu/label/4034/,Other Invertebrates,9,SCHR,False,,False,False
4114,Scleronephthya_bushy,https://coralnet.ucsd.edu/label/5142/,Other Invertebrates,43,sclbus,False,,False,False
4115,Scorpiodinipora costulata,https://coralnet.ucsd.edu/label/4680/,Other Invertebrates,35,ScopiCost,False,,False,False
4116,Scrupocellaria sp.,https://coralnet.ucsd.edu/label/3134/,Other Invertebrates,57,SCRSp,False,,False,False
4117,Scutellastra peronii,https://coralnet.ucsd.edu/label/3057/,Other Invertebrates,23,Spe,False,,False,False
4118,Scypha sp.,https://coralnet.ucsd.edu/label/1625/,Other Invertebrates,0,SCY,False,,False,False
4119,Scyphozoa,https://coralnet.ucsd.edu/label/4638/,Other Invertebrates,15,Scypho,False,,False,False
4120,Scyra acutifrons,https://coralnet.ucsd.edu/label/905/,Other Invertebrates,0,Sac,False,,False,False
4121,S. droebachiensis,https://coralnet.ucsd.edu/label/836/,Other Invertebrates,44,Sdr,False,,False,False
4122,Sea anemone,https://coralnet.ucsd.edu/label/135/,Other Invertebrates,71,ANEM,True,Duplicate of Anemone,False,False
4123,sea anenome,https://coralnet.ucsd.edu/label/7044/,Other Invertebrates,0,aneno,False,,False,False
4124,Sea cucumber,https://coralnet.ucsd.edu/label/145/,Other Invertebrates,73,cucumber,False,,True,False
4125,Sea cucumber: embedded,https://coralnet.ucsd.edu/label/7109/,Other Invertebrates,0,cuc_embed,False,,False,False
4126,Sea cucumbers:Benthic,https://coralnet.ucsd.edu/label/346/,Other Invertebrates,54,ESCB,False,,False,False
4127,Sea cucumbers: Pelagic / swimming,https://coralnet.ucsd.edu/label/345/,Other Invertebrates,0,ESCP,False,,False,False
4128,"Sea cucumbers, sea urchins, sea stars, lobste",https://coralnet.ucsd.edu/label/1455/,Other Invertebrates,67,MINV_OTH,False,,False,False
4129,Sea Fan,https://coralnet.ucsd.edu/label/2781/,Other Invertebrates,68,Seafan,False,,False,False
4130,Sea fans/plumes,https://coralnet.ucsd.edu/label/178/,Other Invertebrates,76,GORG,False,,False,False
4131,Sea fans/plumes Bleached,https://coralnet.ucsd.edu/label/2606/,Other Invertebrates,0,GORG-B*,False,,False,False
4132,Sea fans/plumes/branching/whipes,https://coralnet.ucsd.edu/label/1436/,Other Invertebrates,70,SINV_SFC_E,False,,False,False
4133,Sea Spider,https://coralnet.ucsd.edu/label/548/,Other Invertebrates,50,SPID,False,,False,False
4134,Sea Star,https://coralnet.ucsd.edu/label/3372/,Other Invertebrates,36,SStar,False,,False,False
4135,"sea star, unidentified",https://coralnet.ucsd.edu/label/1098/,Other Invertebrates,38,Sea,False,,False,False
4136,Sea Urchin,https://coralnet.ucsd.edu/label/6694/,Other Invertebrates,0,SU1,False,,False,False
4137,Sedentary Annelida Polychaeta,https://coralnet.ucsd.edu/label/3704/,Other Invertebrates,63,Anne_poly,False,,False,False
4138,S. edmondsoni,https://coralnet.ucsd.edu/label/2425/,Other Invertebrates,70,SaEdm,False,,False,False
4139,S. edmonsonii,https://coralnet.ucsd.edu/label/2424/,Other Invertebrates,0,SaEdmon,False,,False,False
4140,Semibalanus balanoides,https://coralnet.ucsd.edu/label/1626/,Other Invertebrates,21,SEMI,False,,False,False
4141,Semibalanus cariosus,https://coralnet.ucsd.edu/label/996/,Other Invertebrates,37,SECA,False,,False,False
4142,Serolidae,https://coralnet.ucsd.edu/label/4036/,Other Invertebrates,26,SERO,False,,False,False
4143,Serpula columbiana,https://coralnet.ucsd.edu/label/1105/,Other Invertebrates,53,Sco,False,,False,False
4144,Serpula sp.,https://coralnet.ucsd.edu/label/7174/,Other Invertebrates,0,Ser.sp.,False,,False,False
4145,Serpulidae worm,https://coralnet.ucsd.edu/label/557/,Other Invertebrates,69,Serpulworm,False,,False,False
4146,Serpulid worms,https://coralnet.ucsd.edu/label/738/,Other Invertebrates,66,SERP,False,,False,False
4147,serpulid worm sediment matrix,https://coralnet.ucsd.edu/label/3823/,Other Invertebrates,50,swsm,False,,False,False
4148,"Serpulid worms, unidentified",https://coralnet.ucsd.edu/label/1108/,Other Invertebrates,52,SEUN,False,,False,False
4149,Serpulorbis squamiger,https://coralnet.ucsd.edu/label/5528/,Other Invertebrates,20,SERSQU,False,,False,False
4150,Sertularia sp.,https://coralnet.ucsd.edu/label/2130/,Other Invertebrates,53,Sert,False,,False,False
4151,Sessile Hermitcrab,https://coralnet.ucsd.edu/label/1729/,Other Invertebrates,0,HERMIT,False,,False,False
4152,Sessile invertebrate,https://coralnet.ucsd.edu/label/7012/,Other Invertebrates,22,SES INV,False,,False,False
4153,S. franciscanus,https://coralnet.ucsd.edu/label/837/,Other Invertebrates,0,Sfr,False,,False,False
4154,"Shrimp, unidentified",https://coralnet.ucsd.edu/label/1118/,Other Invertebrates,0,Shi,False,,False,False
4155,Silicularia pedunculata,https://coralnet.ucsd.edu/label/4003/,Other Invertebrates,0,SIL,False,,False,False
4156,Sinularia,https://coralnet.ucsd.edu/label/2051/,Other Invertebrates,79,Sinla,False,,False,False
4157,Sinularia/Cladiella/Klyxum_bushy,https://coralnet.ucsd.edu/label/5129/,Other Invertebrates,42,sinbus,False,,False,False
4158,Sinularia/Cladiella/Klyxum_digitate,https://coralnet.ucsd.edu/label/5130/,Other Invertebrates,56,sindig,False,,False,False
4159,Sinularia/Cladiella/Klyxum_lobate,https://coralnet.ucsd.edu/label/5131/,Other Invertebrates,38,sinlob,False,,False,False
4160,Sinularia densa,https://coralnet.ucsd.edu/label/1862/,Other Invertebrates,29,Sden,False,,False,False
4161,Sinularia sp.,https://coralnet.ucsd.edu/label/4533/,Other Invertebrates,65,Sinu,False,,False,False
4162,SINV_SPO_FAN,https://coralnet.ucsd.edu/label/2092/,Other Invertebrates,65,SINV_SPO_F,False,,False,False
4163,Siphonaria gigas,https://coralnet.ucsd.edu/label/4761/,Other Invertebrates,0,Sgi,False,,False,False
4164,Siphonaria lessoni,https://coralnet.ucsd.edu/label/6882/,Other Invertebrates,22,S lessoni,False,,False,False
4165,Siphonaria sp,https://coralnet.ucsd.edu/label/2975/,Other Invertebrates,25,Siph,False,,False,False
4166,Siphonogorgia_fan,https://coralnet.ucsd.edu/label/5163/,Other Invertebrates,0,sipfan,False,,False,False
4167,small Ciona intestinal,https://coralnet.ucsd.edu/label/4511/,Other Invertebrates,46,SmC,False,,False,False
4168,Small Crab,https://coralnet.ucsd.edu/label/3310/,Other Invertebrates,0,SmCrb,False,,False,False
4169,Smaragdinella calyculata,https://coralnet.ucsd.edu/label/5375/,Other Invertebrates,9,Smar,False,,False,False
4170,Smaragdinella egg mass,https://coralnet.ucsd.edu/label/5376/,Other Invertebrates,0,S eggs,False,,False,False
4171,Smenospongia aurea,https://coralnet.ucsd.edu/label/7083/,Other Invertebrates,7,S aurea,False,,False,False
4172,Smenospongia cerebriformis,https://coralnet.ucsd.edu/label/1042/,Other Invertebrates,32,SmenCere,False,,False,False
4173,Smittina cervicornis,https://coralnet.ucsd.edu/label/3664/,Other Invertebrates,0,Smitt_cerv,False,,False,False
4174,Smittina smittiella,https://coralnet.ucsd.edu/label/4663/,Other Invertebrates,38,SmitSmitt,False,,False,False
4175,Smittinoidea,https://coralnet.ucsd.edu/label/5260/,Other Invertebrates,56,Brz-Smitt,False,,False,False
4176,Smittipora tuberculata,https://coralnet.ucsd.edu/label/4689/,Other Invertebrates,34,SmittTuber,False,,False,False
4177,"Snail, unidentified",https://coralnet.ucsd.edu/label/1100/,Other Invertebrates,53,Sna,False,,False,False
4178,Soft 20-50cm,https://coralnet.ucsd.edu/label/5289/,Other Invertebrates,43,SFT2050,False,,False,False
4179,Soft <20cm,https://coralnet.ucsd.edu/label/5288/,Other Invertebrates,42,SFT20,False,,False,False
4180,Soft >50cm,https://coralnet.ucsd.edu/label/5290/,Other Invertebrates,45,SFT50,False,,False,False
4181,Soft Bleached,https://coralnet.ucsd.edu/label/2147/,Other Invertebrates,66,SINV_BLC,False,,False,False
4182,Soft Coral,https://coralnet.ucsd.edu/label/80/,Other Invertebrates,86,SC,False,,True,False
4183,Soft coral 1,https://coralnet.ucsd.edu/label/7265/,Other Invertebrates,13,SC1,False,,False,False
4184,Soft coral_bleached,https://coralnet.ucsd.edu/label/5932/,Other Invertebrates,49,SOFT_BL,False,,False,False
4185,Soft Coral Capnella,https://coralnet.ucsd.edu/label/4853/,Other Invertebrates,31,CAPN,False,,False,False
4186,Soft Coral Leathery,https://coralnet.ucsd.edu/label/3301/,Other Invertebrates,57,SCL,False,,False,False
4187,Soft Coral (massive),https://coralnet.ucsd.edu/label/3101/,Other Invertebrates,57,SC_massive,False,,True,False
4188,softcoral_ nephtheidae,https://coralnet.ucsd.edu/label/1174/,Other Invertebrates,66,NEP,False,,False,False
4189,Soft Coral plumes,https://coralnet.ucsd.edu/label/556/,Other Invertebrates,70,SCplu,False,,False,False
4190,softcoral_xeniidae,https://coralnet.ucsd.edu/label/1173/,Other Invertebrates,0,XENII,False,,False,False
4191,Solanderia spp.,https://coralnet.ucsd.edu/label/3265/,Other Invertebrates,0,Solspp,False,,False,False
4192,Solaster dawsoni,https://coralnet.ucsd.edu/label/840/,Other Invertebrates,0,Sda,False,,False,False
4193,Solaster endeca,https://coralnet.ucsd.edu/label/841/,Other Invertebrates,0,Sen,False,,False,False
4194,Solaster stimpsoni,https://coralnet.ucsd.edu/label/842/,Other Invertebrates,0,Sst,False,,False,False
4195,Solenocaulon_fan,https://coralnet.ucsd.edu/label/5125/,Other Invertebrates,15,solfan,False,,False,False
4196,Solidobalanus engbergi,https://coralnet.ucsd.edu/label/997/,Other Invertebrates,0,SOEN,False,,False,False
4197,Solitary Ascidian,https://coralnet.ucsd.edu/label/3118/,Other Invertebrates,36,SA,True,Duplicate of Ascidian (solitary),False,False
4198,sp1,https://coralnet.ucsd.edu/label/5678/,Other Invertebrates,0,sp1,False,,False,False
4199,sp 10,https://coralnet.ucsd.edu/label/5687/,Other Invertebrates,0,sp 10,False,,False,False
4200,sp 10.,https://coralnet.ucsd.edu/label/5695/,Other Invertebrates,0,sp 10.,False,,False,False
4201,sp 10 ab,https://coralnet.ucsd.edu/label/5691/,Other Invertebrates,0,sp 10 ab,False,,False,False
4202,sp 2,https://coralnet.ucsd.edu/label/5679/,Other Invertebrates,0,sp2,False,,False,False
4203,sp 3,https://coralnet.ucsd.edu/label/5680/,Other Invertebrates,0,sp 3,False,,False,False
4204,sp 5,https://coralnet.ucsd.edu/label/5682/,Other Invertebrates,0,sp 5,False,,False,False
4205,sp 6,https://coralnet.ucsd.edu/label/5683/,Other Invertebrates,0,sp 6,False,,False,False
4206,sp 7,https://coralnet.ucsd.edu/label/5684/,Other Invertebrates,0,sp 7,False,,False,False
4207,sp 7.,https://coralnet.ucsd.edu/label/5692/,Other Invertebrates,0,sp 7.,False,,False,False
4208,sp 7 ab,https://coralnet.ucsd.edu/label/5689/,Other Invertebrates,0,sp 7 ab,False,,False,False
4209,sp 8,https://coralnet.ucsd.edu/label/5685/,Other Invertebrates,0,sp 8,False,,False,False
4210,sp 8.,https://coralnet.ucsd.edu/label/5693/,Other Invertebrates,0,sp 8.,False,,False,False
4211,sp 8 ab,https://coralnet.ucsd.edu/label/5688/,Other Invertebrates,0,sp 8 ab,False,,False,False
4212,sp 9,https://coralnet.ucsd.edu/label/5686/,Other Invertebrates,0,sp 9,False,,False,False
4213,sp 9.,https://coralnet.ucsd.edu/label/5694/,Other Invertebrates,0,sp 9.,False,,False,False
4214,sp 9 ab,https://coralnet.ucsd.edu/label/5690/,Other Invertebrates,0,sp 9 ab,False,,False,False
4215,Sphaerotylus antarcticus,https://coralnet.ucsd.edu/label/4043/,Other Invertebrates,43,SPHA,False,,False,False
4216,Spheciospongia vagabunda,https://coralnet.ucsd.edu/label/4104/,Other Invertebrates,35,SphV,False,,False,False
4217,Spheciospongia vesparium,https://coralnet.ucsd.edu/label/7313/,Other Invertebrates,0,Sphec_vesp,False,,False,False
4218,Spider Crab,https://coralnet.ucsd.edu/label/3308/,Other Invertebrates,0,SpiCrb,False,,False,False
4219,Spiochaetopterus costarum,https://coralnet.ucsd.edu/label/739/,Other Invertebrates,0,SPCO,False,,False,False
4220,Spionidae,https://coralnet.ucsd.edu/label/1590/,Other Invertebrates,42,SPIO,False,,False,False
4221,Spiral Worm,https://coralnet.ucsd.edu/label/3090/,Other Invertebrates,15,SW,False,,False,False
4222,Spirastrella coccinea,https://coralnet.ucsd.edu/label/5960/,Other Invertebrates,0,Spirastrel,False,,False,False
4223,Spirastrella sp.,https://coralnet.ucsd.edu/label/482/,Other Invertebrates,63,Spir,False,,False,False
4224,spirobis borealis,https://coralnet.ucsd.edu/label/5962/,Other Invertebrates,39,spirobis,False,,False,False
4225,Spirobranchus sp.,https://coralnet.ucsd.edu/label/1914/,Other Invertebrates,64,Spi_spe,False,,False,False
4226,Spirobranchus triqueter,https://coralnet.ucsd.edu/label/7175/,Other Invertebrates,0,Spi.tri,False,,False,False
4227,Spirorbidae,https://coralnet.ucsd.edu/label/2556/,Other Invertebrates,0,Spiro,False,,False,False
4228,Spirorbidae.,https://coralnet.ucsd.edu/label/4016/,Other Invertebrates,42,SPI,False,,False,False
4229,Spirorbid worms,https://coralnet.ucsd.edu/label/582/,Other Invertebrates,69,Spirorworm,False,,False,False
4230,Spirorbinae,https://coralnet.ucsd.edu/label/3139/,Other Invertebrates,48,SPISp,False,,False,False
4231,"Spirorbinid worm, unidentified",https://coralnet.ucsd.edu/label/1109/,Other Invertebrates,29,SPRO,False,,False,False
4232,Spirorbis_spp,https://coralnet.ucsd.edu/label/3650/,Other Invertebrates,58,Spirorb,False,,False,False
4233,Spondylus sp,https://coralnet.ucsd.edu/label/3229/,Other Invertebrates,40,Spond_sp,False,,False,False
4234,Spondylus spiosus,https://coralnet.ucsd.edu/label/2090/,Other Invertebrates,52,SPONDY,False,,False,False
4235,Sponge,https://coralnet.ucsd.edu/label/102/,Other Invertebrates,85,SP,False,,True,False
4236,Sponge_,https://coralnet.ucsd.edu/label/6759/,Other Invertebrates,15,OI_SPG,False,,False,False
4237,Sponge 2,https://coralnet.ucsd.edu/label/7278/,Other Invertebrates,17,_SP2,False,,False,False
4238,Sponge 3,https://coralnet.ucsd.edu/label/7279/,Other Invertebrates,21,_SP3,False,,False,False
4239,Sponge 4,https://coralnet.ucsd.edu/label/7281/,Other Invertebrates,22,_SP4,False,,False,False
4240,Sponge 5,https://coralnet.ucsd.edu/label/7316/,Other Invertebrates,0,_SP5,False,,False,False
4241,Sponge - any,https://coralnet.ucsd.edu/label/2167/,Other Invertebrates,58,SPG,True,Duplicate of Sponge,False,False
4242,Sponge (arborescent),https://coralnet.ucsd.edu/label/3616/,Other Invertebrates,55,SP_arbor,False,,True,False
4243,Sponge_arborescent,https://coralnet.ucsd.edu/label/5208/,Other Invertebrates,32,spoarb,False,,False,False
4244,Sponge - Branching Agelas,https://coralnet.ucsd.edu/label/2443/,Other Invertebrates,38,BrAg,False,,False,False
4245,Sponge: Cliona,https://coralnet.ucsd.edu/label/2089/,Other Invertebrates,70,SINV_SPO_C,False,,False,True
4246,Sponge: colonial,https://coralnet.ucsd.edu/label/7108/,Other Invertebrates,0,spong_col,False,,False,False
4247,Sponge Cup/vase dead,https://coralnet.ucsd.edu/label/6737/,Other Invertebrates,0,SD-CUP,False,,False,False
4248,Sponge (encrusting),https://coralnet.ucsd.edu/label/7263/,Other Invertebrates,50,SP_E,False,,False,False
4249,Sponge_encrusting,https://coralnet.ucsd.edu/label/5201/,Other Invertebrates,57,spoenc,False,,False,False
4250,Sponge: Encrusting,https://coralnet.ucsd.edu/label/3615/,Other Invertebrates,68,SpongeCRUS,False,,False,False
4251,Sponge encrusting brown,https://coralnet.ucsd.edu/label/5313/,Other Invertebrates,31,SPBRO,False,,False,False
4252,Sponge Encrusting dead,https://coralnet.ucsd.edu/label/6735/,Other Invertebrates,17,SD-ENC,False,,False,False
4253,Sponge Erect dead,https://coralnet.ucsd.edu/label/6738/,Other Invertebrates,28,SD-ERE,False,,False,False
4254,Sponge_flabellate,https://coralnet.ucsd.edu/label/5206/,Other Invertebrates,45,spofla,False,,False,False
4255,Sponge_globular,https://coralnet.ucsd.edu/label/5203/,Other Invertebrates,32,spoglo,False,,False,False
4256,Sponge: globular,https://coralnet.ucsd.edu/label/6095/,Other Invertebrates,0,GLO1,False,,False,False
4257,Sponge-LIV,https://coralnet.ucsd.edu/label/6310/,Other Invertebrates,17,SLIV,False,,False,False
4258,Sponge (massive),https://coralnet.ucsd.edu/label/183/,Other Invertebrates,74,SP_mass,False,,True,False
4259,Sponge_massive,https://coralnet.ucsd.edu/label/5202/,Other Invertebrates,46,spomas,False,,False,False
4260,Sponge: Massive,https://coralnet.ucsd.edu/label/3617/,Other Invertebrates,56,SpongeMASS,True,Duplicate of Sponge (massive),False,False
4261,Sponge Massive dead,https://coralnet.ucsd.edu/label/6736/,Other Invertebrates,0,SD-MAS,False,,False,False
4262,Sponge: massive violet,https://coralnet.ucsd.edu/label/4108/,Other Invertebrates,47,Violeta,False,,False,False
4263,Sponge massive white,https://coralnet.ucsd.edu/label/5312/,Other Invertebrates,15,WHSPM,False,,False,False
